Start Date,1/1/1960,,,,,,,,
End Date,,,,,,,,,
,,,,,,,,,
,SPX Index,VIX Index,USGG10YR Index,USGG2YR Index,USGG5YR Index,XAU Curncy,CL1 Comdty,USURTOT Index,GDP CQOQ Index
,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price
Dates,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
1/10/2007,1414.85,11.47,4.6843,4.808,4.6745,611.3,54.02,#N/A N/A,
1/11/2007,1423.83,10.87,4.7305,4.8502,4.7209,611.6,51.88,#N/A N/A,
1/12/2007,1430.73,10.15,4.775,4.8758,4.7604,627.2,52.99,#N/A N/A,
1/15/2007,#N/A N/A,#N/A N/A,4.775,4.8759,4.7605,626.7,#N/A N/A,#N/A N/A,
1/16/2007,1431.9,10.74,4.7467,4.859,4.7354,624.8,51.21,#N/A N/A,
1/17/2007,1430.62,10.59,4.7791,4.9016,4.7713,631.8,52.24,#N/A N/A,
1/18/2007,1426.37,10.85,4.7427,4.8762,4.7426,627.7,50.48,#N/A N/A,
1/19/2007,1430.5,10.4,4.7752,4.9107,4.7787,635.4,51.99,#N/A N/A,
1/22/2007,1422.95,10.77,4.759,4.9023,4.7643,633.4,51.13,#N/A N/A,
1/23/2007,1427.99,10.34,4.8077,4.9368,4.8076,646.7,55.04,#N/A N/A,
1/24/2007,1440.13,9.89,4.8077,4.9283,4.8041,648.8,55.37,#N/A N/A,
1/25/2007,1423.9,11.22,4.8731,4.9663,4.8693,646.1,54.23,#N/A N/A,
1/26/2007,1422.18,11.13,4.8733,4.9663,4.8639,646,55.42,#N/A N/A,
1/29/2007,1420.62,11.45,4.8897,4.9747,4.8817,643.7,54.01,#N/A N/A,
1/30/2007,1428.82,10.96,4.8693,4.958,4.8603,647.3,56.97,#N/A N/A,
1/31/2007,1438.24,10.42,4.808,4.9165,4.7997,653.2,58.14,4.6,
2/1/2007,1445.94,10.31,4.8346,4.9581,4.8353,657.2,57.3,#N/A N/A,
2/2/2007,1448.39,10.08,4.8204,4.9331,4.8139,647.85,59.02,#N/A N/A,
2/5/2007,1446.99,10.55,4.8021,4.9163,4.7961,648.45,58.74,#N/A N/A,
2/6/2007,1448,10.65,4.7655,4.8912,4.7533,653.3,58.88,#N/A N/A,
2/7/2007,1450.02,10.32,4.7432,4.866,4.7248,651.45,57.71,#N/A N/A,
2/8/2007,1448.31,10.44,4.7319,4.8743,4.7248,660.45,59.71,#N/A N/A,
2/9/2007,1438.06,11.1,4.7797,4.8993,4.771,666.85,59.89,#N/A N/A,
2/12/2007,1433.37,11.61,4.8037,4.9246,4.7996,661.1,57.81,#N/A N/A,
2/13/2007,1444.26,10.34,4.8078,4.933,4.8032,664.25,59.06,#N/A N/A,
2/14/2007,1455.3,10.23,4.7359,4.8653,4.721,669.13,58,#N/A N/A,
2/15/2007,1456.81,10.22,4.7061,4.8314,4.6888,669.75,57.99,#N/A N/A,
2/16/2007,1455.54,10.02,4.6882,4.8224,4.6743,669.05,59.39,#N/A N/A,
2/19/2007,#N/A N/A,#N/A N/A,4.6882,4.8222,4.6742,670.75,#N/A N/A,#N/A N/A,
2/20/2007,1459.68,10.24,4.6743,4.8136,4.6635,657.25,58.07,#N/A N/A,
2/21/2007,1457.63,10.2,4.6902,4.8392,4.6813,678.85,60.07,#N/A N/A,
2/22/2007,1456.38,10.18,4.7279,4.8578,4.7242,677.45,60.95,#N/A N/A,
2/23/2007,1451.19,10.58,4.6703,4.7997,4.6498,682.55,61.14,#N/A N/A,
2/26/2007,1449.38,11.15,4.6248,4.7583,4.6109,686.55,61.39,#N/A N/A,
2/27/2007,1399.04,18.31,4.5109,4.5847,4.4595,663.35,61.46,#N/A N/A,
2/28/2007,1406.82,15.42,4.5657,4.6423,4.5191,669.35,61.79,4.5,
3/1/2007,1403.17,15.82,4.5499,4.6089,4.4944,664.45,62,#N/A N/A,
3/2/2007,1387.17,18.61,4.497,4.5252,4.4309,642.45,61.64,#N/A N/A,
3/5/2007,1374.12,19.63,4.495,4.5165,4.4343,636.6,60.07,#N/A N/A,
3/6/2007,1395.41,15.96,4.5282,4.5743,4.4763,646.5,60.69,#N/A N/A,
3/7/2007,1391.97,15.24,4.4871,4.5241,4.4305,649,61.82,#N/A N/A,
3/8/2007,1401.89,14.29,4.5125,4.5571,4.4515,651.8,61.64,#N/A N/A,
3/9/2007,1402.85,14.09,4.5871,4.6651,4.5466,650.28,60.05,#N/A N/A,
3/12/2007,1406.6,13.99,4.5516,4.6313,4.5005,650.5,58.91,#N/A N/A,
3/13/2007,1377.95,18.13,4.4907,4.5051,4.4016,643.8,57.93,#N/A N/A,
3/14/2007,1387.17,17.27,4.5338,4.5551,4.4508,644.7,58.16,#N/A N/A,
3/15/2007,1392.28,16.43,4.5358,4.58,4.4578,646.6,57.55,#N/A N/A,
3/16/2007,1386.94,16.79,4.5435,4.5876,4.4645,653.4,57.11,#N/A N/A,
3/19/2007,1402.06,14.59,4.5632,4.6212,4.4928,654.2,56.59,#N/A N/A,
3/20/2007,1410.94,13.27,4.5494,4.604,4.4714,658.8,56.73,#N/A N/A,
3/21/2007,1435.04,12.19,4.5356,4.5274,4.4288,664.2,59.61,#N/A N/A,
3/22/2007,1434.54,12.93,4.5829,4.578,4.4748,664,61.69,#N/A N/A,
3/23/2007,1436.11,12.95,4.6105,4.6028,4.51,657.4,62.28,#N/A N/A,
3/26/2007,1437.5,13.16,4.6006,4.5769,4.4921,664.1,62.91,#N/A N/A,
3/27/2007,1428.61,13.48,4.5966,4.5595,4.4849,664.41,62.93,#N/A N/A,
3/28/2007,1417.23,14.98,4.6204,4.5677,4.492,665.56,64.08,#N/A N/A,
3/29/2007,1422.53,15.14,4.6423,4.5827,4.5347,661.5,66.03,#N/A N/A,
3/30/2007,1420.86,14.64,4.6443,4.5744,4.5317,663.8,65.87,#N/A N/A,
4/2/2007,1424.55,14.53,4.6403,4.5828,4.5317,664,65.94,#N/A N/A,
4/3/2007,1437.77,13.46,4.6642,4.6161,4.5636,663.95,64.64,#N/A N/A,
4/4/2007,1439.37,13.24,4.6482,4.5912,4.5388,674.35,64.38,#N/A N/A,
4/5/2007,1443.76,13.23,4.6782,4.6249,4.5707,674.45,64.28,#N/A N/A,
4/6/2007,#N/A N/A,#N/A N/A,4.7485,4.7342,4.6669,675,#N/A N/A,#N/A N/A,
4/9/2007,1444.61,13.14,4.7425,4.7344,4.6598,670.75,61.51,#N/A N/A,
4/10/2007,1448.39,12.68,4.7184,4.6923,4.6241,677.9,61.89,#N/A N/A,
4/11/2007,1438.87,13.49,4.7304,4.7178,4.6455,677.3,62.01,#N/A N/A,
4/12/2007,1447.8,12.71,4.7345,4.7265,4.6527,676.1,63.85,#N/A N/A,
4/13/2007,1452.85,12.2,4.7608,4.7611,4.6851,685.52,63.63,#N/A N/A,
4/16/2007,1468.47,11.98,4.7346,4.7359,4.6637,690.21,63.61,#N/A N/A,
4/17/2007,1471.48,12.14,4.6803,4.6682,4.5993,686.55,63.1,#N/A N/A,
4/18/2007,1472.5,12.42,4.6502,4.6344,4.56,690.05,63.13,#N/A N/A,
4/19/2007,1470.73,12.54,4.6642,4.6345,4.5672,682.95,61.83,#N/A N/A,
4/20/2007,1484.35,12.07,4.6703,4.6434,4.5672,691.95,63.38,#N/A N/A,
4/23/2007,1480.93,13.04,4.6402,4.6179,4.535,689.15,65.89,#N/A N/A,
4/24/2007,1480.41,13.12,4.6202,4.5924,4.51,683.65,64.58,#N/A N/A,
4/25/2007,1495.42,13.21,4.6502,4.6267,4.5458,686.25,65.84,#N/A N/A,
4/26/2007,1494.25,12.79,4.6964,4.6655,4.5995,674.75,65.06,#N/A N/A,
4/27/2007,1494.07,12.45,4.6924,4.6489,4.5812,681.55,66.46,#N/A N/A,
4/30/2007,1482.37,14.22,4.6222,4.591,4.5106,678.45,65.71,4.5,
5/1/2007,1486.3,13.51,4.6362,4.6242,4.5353,673.45,64.4,#N/A N/A,
5/2/2007,1495.92,13.08,4.6422,4.6409,4.5459,673.15,63.68,#N/A N/A,
5/3/2007,1502.39,13.09,4.6723,4.691,4.5848,682.35,63.19,#N/A N/A,
5/4/2007,1505.62,12.91,4.6382,4.6665,4.5494,688.85,61.93,#N/A N/A,
5/7/2007,1509.48,13.15,4.6262,4.6666,4.5423,688.75,61.47,#N/A N/A,
5/8/2007,1507.72,13.21,4.6342,4.6668,4.5423,685.65,62.26,#N/A N/A,
5/9/2007,1512.58,12.88,4.6618,4.7258,4.5849,680.55,61.55,#N/A N/A,
5/10/2007,1491.47,13.6,4.6379,4.6755,4.5458,665.65,61.81,#N/A N/A,
5/11/2007,1505.85,12.95,4.6717,4.7013,4.585,670.85,62.37,#N/A N/A,
5/14/2007,1503.15,13.96,4.6936,4.7269,4.6099,669.75,62.46,#N/A N/A,
5/15/2007,1501.19,14.01,4.7016,4.7272,4.6171,672.05,63.17,#N/A N/A,
5/16/2007,1514.14,13.5,4.7096,4.7274,4.6243,662.15,62.55,#N/A N/A,
5/17/2007,1512.75,13.51,4.7517,4.7787,4.6745,657.65,64.86,#N/A N/A,
5/18/2007,1522.75,12.76,4.8001,4.8138,4.725,661.75,64.94,#N/A N/A,
5/21/2007,1525.1,13.3,4.782,4.797,4.7107,663.25,66.27,#N/A N/A,
5/22/2007,1524.12,13.06,4.8245,4.8316,4.7541,659.25,64.97,#N/A N/A,
5/23/2007,1522.28,13.24,4.8468,4.832,4.7686,661.85,65.77,#N/A N/A,
5/24/2007,1507.51,14.08,4.8387,4.8324,4.7687,654.65,64.18,#N/A N/A,
5/25/2007,1515.73,13.34,4.8572,4.8513,4.7946,656,65.2,#N/A N/A,
5/28/2007,#N/A N/A,#N/A N/A,4.8573,4.8517,4.7947,655.55,#N/A N/A,#N/A N/A,
5/29/2007,1518.11,13.53,4.8818,4.8955,4.8312,656.85,63.15,#N/A N/A,
5/30/2007,1530.23,12.83,4.8675,4.875,4.8239,653.45,63.49,#N/A N/A,
5/31/2007,1530.62,13.05,4.8879,4.9081,4.846,660.5,64.01,4.4,
6/1/2007,1536.34,12.78,4.9516,4.9665,4.9212,671.75,65.08,#N/A N/A,
6/4/2007,1539.18,13.29,4.9271,4.9581,4.9069,671.15,66.21,#N/A N/A,
6/5/2007,1530.95,13.63,4.9908,5.0001,4.968,670.05,65.61,#N/A N/A,
6/6/2007,1517.38,14.87,4.9641,4.9498,4.9286,670.75,65.96,#N/A N/A,
6/7/2007,1490.72,17.06,5.13,5.0255,5.0765,659.15,66.93,#N/A N/A,
6/8/2007,1507.67,14.84,5.0991,4.9836,5.0371,648.85,64.76,#N/A N/A,
6/11/2007,1509.12,14.71,5.1514,5.009,5.0698,653.65,65.97,#N/A N/A,
6/12/2007,1493,16.67,5.2928,5.0938,5.2047,647.25,65.35,#N/A N/A,
6/13/2007,1515.67,14.73,5.1979,5.0771,5.1355,651.75,66.26,#N/A N/A,
6/14/2007,1522.97,13.64,5.2212,5.0858,5.1612,651.95,67.65,#N/A N/A,
6/15/2007,1532.91,13.94,5.1627,5.0182,5.0887,655.35,68,#N/A N/A,
6/18/2007,1531.05,13.42,5.1335,4.9927,5.0561,656.35,69.09,#N/A N/A,
6/19/2007,1533.7,12.85,5.0814,4.9331,4.9945,661.45,69.1,#N/A N/A,
6/20/2007,1512.84,14.67,5.1316,4.9673,5.0418,654.55,68.19,#N/A N/A,
6/21/2007,1522.19,14.21,5.1863,4.9673,5.0747,652.04,68.65,#N/A N/A,
6/22/2007,1502.56,15.75,5.13,4.9074,5.0095,654.3,69.14,#N/A N/A,
6/25/2007,1497.74,16.65,5.08,4.8645,4.9623,651,69.18,#N/A N/A,
6/26/2007,1492.89,18.89,5.078,4.8644,4.9551,640.9,67.77,#N/A N/A,
6/27/2007,1506.35,15.53,5.0802,4.8915,4.9661,643.65,68.97,#N/A N/A,
6/28/2007,1505.71,15.54,5.1033,4.9414,5,648.95,69.57,#N/A N/A,
6/29/2007,1503.35,16.23,5.0244,4.8582,4.9213,649.65,70.68,#N/A N/A,
7/2/2007,1519.43,15.4,4.9892,4.8415,4.8892,657.25,71.09,#N/A N/A,
7/3/2007,1524.87,14.92,5.0372,4.8746,4.9356,653.2,71.41,#N/A N/A,
7/4/2007,#N/A N/A,#N/A N/A,5.0373,4.8745,4.9356,654.2,#N/A N/A,#N/A N/A,
7/5/2007,1525.4,15.48,5.1402,4.9667,5.047,649.5,71.81,#N/A N/A,
7/6/2007,1530.44,14.72,5.1824,4.9835,5.0867,655.9,72.81,#N/A N/A,
7/9/2007,1531.85,15.16,5.1382,4.9499,5.0435,660.4,72.19,#N/A N/A,
7/10/2007,1510.12,17.57,5.0212,4.8321,4.914,663.3,72.81,#N/A N/A,
7/11/2007,1518.76,16.64,5.086,4.8909,4.9715,660.6,72.56,#N/A N/A,
7/12/2007,1547.7,15.54,5.1239,4.933,5.0219,666.8,72.5,#N/A N/A,
7/13/2007,1552.5,15.15,5.0928,4.9161,5.0004,666.9,73.93,#N/A N/A,
7/16/2007,1549.52,15.59,5.0385,4.8652,4.9427,664.9,74.15,#N/A N/A,
7/17/2007,1549.37,15.63,5.0491,4.8736,4.9535,664.9,74.02,#N/A N/A,
7/18/2007,1546.17,16,5.0283,4.848,4.9283,673,75.05,#N/A N/A,
7/19/2007,1553.08,15.23,5.0159,4.8394,4.9139,677.5,75.92,#N/A N/A,
7/20/2007,1534.1,16.95,4.9497,4.7623,4.8383,683.4,75.57,#N/A N/A,
7/23/2007,1541.57,16.81,4.9477,4.7792,4.8419,681.6,74.89,#N/A N/A,
7/24/2007,1511.04,18.55,4.9085,4.7362,4.788,681,73.56,#N/A N/A,
7/25/2007,1518.09,18.1,4.8983,4.7274,4.7735,674.9,75.88,#N/A N/A,
7/26/2007,1482.66,20.74,4.7854,4.5589,4.6021,662.9,74.95,#N/A N/A,
7/27/2007,1458.95,24.17,4.757,4.4929,4.5615,661.2,77.02,#N/A N/A,
7/30/2007,1473.91,20.87,4.802,4.5837,4.6356,665,76.83,#N/A N/A,
7/31/2007,1455.28,23.52,4.7388,4.5174,4.5614,664.3,78.21,4.7,
8/1/2007,1465.81,23.67,4.7919,4.6,4.6391,666.9,76.53,#N/A N/A,
8/2/2007,1472.2,21.22,4.7654,4.575,4.6143,665.6,76.86,#N/A N/A,
8/3/2007,1433.06,25.16,4.6842,4.4167,4.4835,673,75.48,#N/A N/A,
8/6/2007,1467.67,22.94,4.7371,4.5078,4.5646,672.1,72.06,#N/A N/A,
8/7/2007,1476.71,21.56,4.7677,4.5576,4.5928,672.4,72.42,#N/A N/A,
8/8/2007,1497.48,21.45,4.8767,4.6578,4.7173,674.8,72.15,#N/A N/A,
8/9/2007,1453.09,26.48,4.7678,4.4404,4.5644,662.1,71.59,#N/A N/A,
8/10/2007,1453.64,28.3,4.8076,4.4562,4.5926,672.8,71.47,#N/A N/A,
8/13/2007,1452.92,26.57,4.7599,4.414,4.5393,669.5,71.62,#N/A N/A,
8/14/2007,1426.54,27.68,4.7243,4.3634,4.4826,669.1,72.38,#N/A N/A,
8/15/2007,1406.7,30.67,4.7243,4.2875,4.4507,667.7,73.33,#N/A N/A,
8/16/2007,1411.27,30.83,4.6572,4.2116,4.3589,652.3,71,#N/A N/A,
8/17/2007,1445.94,29.99,4.6847,4.1846,4.3585,657.8,71.98,#N/A N/A,
8/20/2007,1445.55,26.33,4.6257,4.0831,4.295,656.8,71.12,#N/A N/A,
8/21/2007,1447.12,25.25,4.5904,4.0236,4.2527,657.3,69.47,#N/A N/A,
8/22/2007,1464.07,22.89,4.6452,4.1826,4.3721,660.8,69.26,#N/A N/A,
8/23/2007,1462.5,22.62,4.6452,4.2496,4.4073,660.1,69.83,#N/A N/A,
8/24/2007,1479.37,20.72,4.6156,4.2904,4.4105,668.2,71.09,#N/A N/A,
8/27/2007,1466.79,22.72,4.5627,4.2049,4.3361,667.6,71.97,#N/A N/A,
8/28/2007,1432.36,26.3,4.5062,4.0684,4.2161,662.5,71.73,#N/A N/A,
8/29/2007,1463.76,23.81,4.5587,4.1611,4.2969,667.5,73.51,#N/A N/A,
8/30/2007,1457.64,25.06,4.5061,4.0904,4.2262,665.3,73.36,#N/A N/A,
8/31/2007,1473.99,23.38,4.5292,4.132,4.2442,673.3,74.04,4.6,
9/3/2007,#N/A N/A,#N/A N/A,4.5291,4.1321,4.2442,672.3,#N/A N/A,#N/A N/A,
9/4/2007,1489.42,22.78,4.5466,4.1239,4.2548,681.8,75.08,#N/A N/A,
9/5/2007,1472.29,24.58,4.4669,4.0079,4.1459,681.8,75.73,#N/A N/A,
9/6/2007,1478.55,23.99,4.5076,4.0825,4.2091,695.4,76.3,#N/A N/A,
9/7/2007,1453.55,26.23,4.3816,3.8998,4.0408,700.8,76.7,#N/A N/A,
9/10/2007,1451.7,27.38,4.322,3.8498,3.9849,703.1,77.49,#N/A N/A,
9/11/2007,1471.49,25.27,4.3679,3.941,4.0651,712.6,78.23,#N/A N/A,
9/12/2007,1471.56,24.96,4.4102,3.9576,4.1071,711.6,79.91,#N/A N/A,
9/13/2007,1483.95,24.76,4.4643,4.0243,4.1775,708.3,80.09,#N/A N/A,
9/14/2007,1484.25,24.92,4.4544,4.0327,4.1704,707.6,79.1,#N/A N/A,
9/17/2007,1476.65,26.48,4.466,4.0663,4.2022,717.9,80.57,#N/A N/A,
9/18/2007,1519.78,20.35,4.4717,3.9738,4.1492,723.5,81.51,#N/A N/A,
9/19/2007,1529.03,20.03,4.5458,3.9905,4.2058,721.3,81.93,#N/A N/A,
9/20/2007,1518.75,20.45,4.6957,4.1088,4.3623,733.8,83.32,#N/A N/A,
9/21/2007,1525.75,19,4.6203,4.0327,4.2912,731.5,81.62,#N/A N/A,
9/24/2007,1517.73,19.37,4.6282,4.0412,4.3019,730.5,80.95,#N/A N/A,
9/25/2007,1517.21,18.6,4.6242,3.9902,4.2628,731.7,79.53,#N/A N/A,
9/26/2007,1525.42,17.63,4.6202,3.9816,4.2593,728.8,80.3,#N/A N/A,
9/27/2007,1531.38,17,4.5631,3.9425,4.2131,734.5,82.88,#N/A N/A,
9/28/2007,1526.75,18,4.5865,3.9835,4.243,743.6,81.66,#N/A N/A,
10/1/2007,1547.04,17.84,4.5452,3.9999,4.2289,747.2,80.24,#N/A N/A,
10/2/2007,1546.63,18.49,4.5216,3.9669,4.1974,731.6,80.05,#N/A N/A,
10/3/2007,1539.6,18.8,4.5588,4.0163,4.2464,727.9,79.94,#N/A N/A,
10/4/2007,1542.84,18.44,4.5097,3.9749,4.1973,738,81.44,#N/A N/A,
10/5/2007,1557.59,16.91,4.6356,4.0743,4.3308,742.7,81.22,#N/A N/A,
10/8/2007,1552.58,17.46,4.6356,4.0744,4.3308,733.3,79.02,#N/A N/A,
10/9/2007,1565.15,16.12,4.6475,4.1244,4.3733,737.9,80.26,#N/A N/A,
10/10/2007,1562.47,16.67,4.6495,4.1412,4.3662,741.1,81.3,#N/A N/A,
10/11/2007,1554.41,18.88,4.6355,4.1162,4.3379,747.85,83.08,#N/A N/A,
10/12/2007,1561.8,17.73,4.6812,4.2258,4.4126,749.85,83.69,#N/A N/A,
10/15/2007,1548.71,19.25,4.6772,4.2176,4.3984,759.4,86.13,#N/A N/A,
10/16/2007,1538.53,20.02,4.6473,4.1252,4.338,760.5,87.61,#N/A N/A,
10/17/2007,1541.24,18.54,4.5522,3.9739,4.2072,754.8,87.4,#N/A N/A,
10/18/2007,1540.08,18.5,4.4893,3.9065,4.1403,768.2,89.47,#N/A N/A,
10/19/2007,1500.63,22.96,4.3915,3.7798,4.0278,765.2,88.6,#N/A N/A,
10/22/2007,1506.33,21.64,4.4108,3.8552,4.0837,754.2,87.56,#N/A N/A,
10/23/2007,1519.59,20.41,4.403,3.8128,4.0555,759.7,85.27,#N/A N/A,
10/24/2007,1515.88,20.8,4.3388,3.7366,3.9854,763.7,87.1,#N/A N/A,
10/25/2007,1514.4,21.17,4.3775,3.7641,4.0237,769.3,90.46,#N/A N/A,
10/26/2007,1535.28,19.56,4.4006,3.7723,4.0527,785.2,91.86,#N/A N/A,
10/29/2007,1540.98,19.87,4.3811,3.7969,4.0492,791.8,93.53,#N/A N/A,
10/30/2007,1531.02,21.07,4.379,3.8051,4.0457,782.1,90.38,#N/A N/A,
10/31/2007,1549.38,18.53,4.4708,3.9452,4.1686,796.8,94.53,4.7,
11/1/2007,1508.44,23.21,4.3458,3.7562,4.0108,787.3,93.49,#N/A N/A,
11/2/2007,1509.65,23.01,4.3165,3.6741,3.9515,807,95.93,#N/A N/A,
11/5/2007,1502.17,24.31,4.3338,3.6742,3.962,806.5,93.98,#N/A N/A,
11/6/2007,1520.27,21.39,4.3726,3.7072,3.9935,825,96.7,#N/A N/A,
11/7/2007,1475.62,26.49,4.3084,3.5422,3.8748,831.1,96.37,#N/A N/A,
11/8/2007,1474.77,26.16,4.2829,3.4678,3.8122,833.6,95.46,#N/A N/A,
11/9/2007,1453.7,28.5,4.2133,3.4254,3.753,832,96.32,#N/A N/A,
11/12/2007,1439.18,31.09,4.2133,3.4251,3.7529,793.5,94.62,#N/A N/A,
11/13/2007,1481.05,24.1,4.2635,3.5412,3.8433,802,91.17,#N/A N/A,
11/14/2007,1470.58,25.94,4.25,3.4995,3.8189,812,94.09,#N/A N/A,
11/15/2007,1451.15,28.06,4.1403,3.3167,3.6661,788.3,93.43,#N/A N/A,
11/16/2007,1458.74,25.49,4.167,3.3403,3.6934,786.3,95.1,#N/A N/A,
11/19/2007,1433.27,26.01,4.0714,3.1486,3.5413,782,94.64,#N/A N/A,
11/20/2007,1439.7,24.88,4.0961,3.1978,3.5446,802.8,98.03,#N/A N/A,
11/21/2007,1416.77,26.84,4.0067,2.9969,3.3452,800.22,97.29,#N/A N/A,
11/22/2007,#N/A N/A,#N/A N/A,4.0065,2.9942,3.3444,804.6,#N/A N/A,#N/A N/A,
11/23/2007,1440.7,25.61,3.9989,3.0776,3.4026,823.8,98.18,#N/A N/A,
11/26/2007,1407.21,28.91,3.8391,2.885,3.2044,824.6,97.7,#N/A N/A,
11/27/2007,1428.23,26.28,3.9477,3.0677,3.3746,812.6,94.42,#N/A N/A,
11/28/2007,1469.02,24.11,4.0347,3.176,3.4947,804.5,90.62,#N/A N/A,
11/29/2007,1469.72,23.97,3.9344,3.0439,3.4016,793.4,91.01,#N/A N/A,
11/30/2007,1481.14,22.87,3.9379,2.9947,3.3818,783.55,88.71,4.7,
12/3/2007,1472.42,23.61,3.8459,2.8483,3.2417,794.3,89.31,#N/A N/A,
12/4/2007,1462.79,23.79,3.8926,2.8722,3.2757,801.7,88.32,#N/A N/A,
12/5/2007,1485.01,22.53,3.9547,2.9288,3.3235,795.4,87.49,#N/A N/A,
12/6/2007,1507.35,20.96,4.0076,3.0265,3.3818,802.2,90.23,#N/A N/A,
12/7/2007,1504.66,20.85,4.1048,3.1,3.4956,794.8,88.28,#N/A N/A,
12/10/2007,1515.96,20.74,4.1567,3.1659,3.5546,808.2,87.86,#N/A N/A,
12/11/2007,1477.65,23.59,3.9694,2.9189,3.3095,797.1,90.02,#N/A N/A,
12/12/2007,1486.59,22.47,4.0893,3.1328,3.4646,813.6,94.39,#N/A N/A,
12/13/2007,1488.41,22.56,4.2011,3.2322,3.5653,797.3,92.25,#N/A N/A,
12/14/2007,1467.95,23.27,4.234,3.3076,3.6319,794.87,91.27,#N/A N/A,
12/17/2007,1445.9,24.52,4.1449,3.1744,3.5238,793.3,90.63,#N/A N/A,
12/18/2007,1454.98,22.64,4.1179,3.1911,3.5099,802.75,90.49,#N/A N/A,
12/19/2007,1453,21.68,4.0278,3.0994,3.4336,802.3,91.24,#N/A N/A,
12/20/2007,1460.12,20.58,4.0507,3.091,3.4579,796.4,91.06,#N/A N/A,
12/21/2007,1484.46,18.47,4.1679,3.1914,3.5766,811.8,93.31,#N/A N/A,
12/24/2007,1496.45,18.6,4.2125,3.2421,3.6364,811.8,94.13,#N/A N/A,
12/25/2007,#N/A N/A,#N/A N/A,4.2125,3.2422,3.6366,807,#N/A N/A,#N/A N/A,
12/26/2007,1497.66,18.66,4.2749,3.3014,3.7035,824.5,95.97,#N/A N/A,
12/27/2007,1476.37,20.26,4.1969,3.2094,3.6156,825.6,96.62,#N/A N/A,
12/28/2007,1478.49,20.74,4.0732,3.1039,3.4911,840.5,96,#N/A N/A,
12/31/2007,1468.36,22.5,4.0232,3.0466,3.4397,833.7,95.98,5,
1/1/2008,#N/A N/A,#N/A N/A,4.0231,3.0463,3.4395,833.7,#N/A N/A,#N/A N/A,
1/2/2008,1447.16,23.17,3.9033,2.876,3.2763,857.5,99.62,#N/A N/A,
1/3/2008,1447.16,22.49,3.8918,2.8107,3.2524,864.9,99.18,#N/A N/A,
1/4/2008,1411.63,23.94,3.8651,2.744,3.1841,859.6,97.91,#N/A N/A,
1/7/2008,1416.18,23.79,3.8311,2.7432,3.1534,858.1,95.09,#N/A N/A,
1/8/2008,1390.19,25.43,3.7822,2.6775,3.0757,878,96.33,#N/A N/A,
1/9/2008,1409.13,24.12,3.8215,2.7174,3.1327,878.8,95.67,#N/A N/A,
1/10/2008,1420.33,23.45,3.8837,2.6922,3.1527,893.3,93.71,#N/A N/A,
1/11/2008,1401.02,23.68,3.7835,2.5511,3.0372,895.4,92.69,#N/A N/A,
1/14/2008,1416.25,22.9,3.7647,2.5502,3.0436,904,94.2,#N/A N/A,
1/15/2008,1380.95,23.34,3.6751,2.4757,2.9626,887.9,91.9,#N/A N/A,
1/16/2008,1373.2,24.38,3.7345,2.4992,3.006,877,90.84,#N/A N/A,
1/17/2008,1333.25,28.46,3.6211,2.4001,2.8715,877.8,90.13,#N/A N/A,
1/18/2008,1325.19,27.18,3.6297,2.3461,2.8599,883.1,90.57,#N/A N/A,
1/21/2008,#N/A N/A,#N/A N/A,3.6296,2.3448,2.8595,865,#N/A N/A,#N/A N/A,
1/22/2008,1310.5,31.01,3.4332,1.9934,2.5571,892.3,89.85,#N/A N/A,
1/23/2008,1338.6,29.02,3.598,2.1468,2.7355,891.07,86.99,#N/A N/A,
1/24/2008,1352.07,27.78,3.7018,2.3094,2.8989,912.9,89.41,#N/A N/A,
1/25/2008,1330.61,29.08,3.5494,2.1818,2.7503,913.9,90.71,#N/A N/A,
1/28/2008,1353.97,27.78,3.5806,2.1885,2.79,928.38,90.99,#N/A N/A,
1/29/2008,1362.3,27.32,3.6769,2.2857,2.8836,923.44,91.64,#N/A N/A,
1/30/2008,1355.81,27.62,3.6656,2.1651,2.8379,929.4,92.33,#N/A N/A,
1/31/2008,1378.55,26.2,3.5931,2.0929,2.7604,926.1,91.75,5,
2/1/2008,1395.41,24.02,3.5926,2.0685,2.7401,905.3,88.96,#N/A N/A,
2/4/2008,1380.82,25.99,3.6444,2.0604,2.7736,903.6,90.02,#N/A N/A,
2/5/2008,1336.64,28.24,3.5701,1.9152,2.6359,888.2,88.41,#N/A N/A,
2/6/2008,1326.45,28.97,3.5885,1.923,2.6492,900.3,87.14,#N/A N/A,
2/7/2008,1336.91,27.66,3.7569,2.0439,2.8241,910.7,88.11,#N/A N/A,
2/8/2008,1331.29,28.01,3.6428,1.9218,2.689,922.95,91.77,#N/A N/A,
2/11/2008,1339.13,27.6,3.6144,1.9053,2.6486,923.45,93.59,#N/A N/A,
2/12/2008,1348.86,26.33,3.6579,1.9131,2.6921,906.4,92.78,#N/A N/A,
2/13/2008,1367.21,24.88,3.7282,1.9128,2.7325,906.6,93.27,#N/A N/A,
2/14/2008,1348.86,25.54,3.8163,1.8881,2.7662,908.2,95.46,#N/A N/A,
2/15/2008,1350,25.02,3.7686,1.9113,2.7558,902.5,95.5,#N/A N/A,
